method,environment,tau,seed,execution_class,resume_step,config_path,config_bytes,config_sha256,eval_path,eval_bytes,eval_sha256,checkpoint_path,checkpoint_bytes,checkpoint_sha256,primary_log_path,primary_log_bytes,primary_log_sha256,recovery_log_path,recovery_log_bytes,recovery_log_sha256
bar,hopper-medium-replay-v2,4,0,gpu_designated,,results/bar_p3/hopper-medium-replay-v2_tau4_mpi3_seed0/config.json,679,8961ce6a9d9a0358fb218cf7b6053172dee3f28a7903aee3e12c53dc9f1c7d83,results/bar_p3/hopper-medium-replay-v2_tau4_mpi3_seed0/eval.csv,224,98a2b1b6533ae1175ce2e434dea1e38bb69a63d430ed68fb46fd35ae5d3f209f,results/bar_p3/hopper-medium-replay-v2_tau4_mpi3_seed0/params_1000000.pkl,5026727,195ae7cfb7b8bd0eaa1bbf98b3818762d011ea2e2fda61108cc0f08c1aa00549,logs/bar_p3/hopper-medium-replay-v2_tau4_mpi3_seed0.log,2592,bf6720cf7d67d5a6ec9bb162d2dafbf03e600055b27eee511d156dfb2d3d0fc3,,,
bar,hopper-medium-replay-v2,4,1,gpu_designated,,results/bar_p3/hopper-medium-replay-v2_tau4_mpi3_seed1/config.json,679,f41908cb73cd96ee593c610a9091a246b303a3452cd3f3d4eea314bbe76ac20c,results/bar_p3/hopper-medium-replay-v2_tau4_mpi3_seed1/eval.csv,225,52fcc4e26ebc9a499fc8d125e2e47fa1a7b45fc1a7c24a5ebcd8f274d42d3154,results/bar_p3/hopper-medium-replay-v2_tau4_mpi3_seed1/params_1000000.pkl,5026727,7bc1fa464958de5903eea6ac26486e9c04441be746ddef3ba9b0f6fdf6445a2a,logs/bar_p3/hopper-medium-replay-v2_tau4_mpi3_seed1.log,2592,3190e0f1cab543455c4d2c5f634e01945ba9900551808e28430151f5e5036b7c,,,
bar,hopper-medium-replay-v2,7,0,gpu_designated,,results/bar_p3/hopper-medium-replay-v2_tau7_mpi3_seed0/config.json,679,fb6cba389d12088ec7000a6b76afa1b9ab5cfe495e4206dcf4b570bb3ec2753e,results/bar_p3/hopper-medium-replay-v2_tau7_mpi3_seed0/eval.csv,222,1f524f711352c64da76a4f49e1de81371e964cf538c1bae24db6ba8103f6f616,results/bar_p3/hopper-medium-replay-v2_tau7_mpi3_seed0/params_1000000.pkl,5026727,9199adeaed132b98b13638b50d64e692e79ff9e4eeddd0efee1130bb6907027e,logs/bar_p3/hopper-medium-replay-v2_tau7_mpi3_seed0.log,2592,b55b812eb63594c4b554fb2cac11d8c05a20b521b28b840b7396a3630e1623f1,,,
bar,hopper-medium-replay-v2,7,1,gpu_designated,,results/bar_p3/hopper-medium-replay-v2_tau7_mpi3_seed1/config.json,679,63de5f478e4059d48e641a361d6ce81306019cdb1fbc1e227687c82dfd555393,results/bar_p3/hopper-medium-replay-v2_tau7_mpi3_seed1/eval.csv,224,c6c2343c96c36619b2a234d259d7e2da6e3f51af503d36c9eb3322e1f13167b8,results/bar_p3/hopper-medium-replay-v2_tau7_mpi3_seed1/params_1000000.pkl,5026727,431416e2e1bfe0594faa3cbf4c816403873d895fe30ca32d1da9206c2e6cb6f6,logs/bar_p3/hopper-medium-replay-v2_tau7_mpi3_seed1.log,2594,3d9d7a645f5ee8e27ef873a9eb6544ec7acf691adc28a4901d513b99f308bd55,,,
bar,hopper-medium-replay-v2,10,0,gpu_designated,,results/bar_p3/hopper-medium-replay-v2_tau10_mpi3_seed0/config.json,680,686530a391a56a6d75f0adfd95c848dadc7fd13c22f2cb7a93c4eb02a4b0393d,results/bar_p3/hopper-medium-replay-v2_tau10_mpi3_seed0/eval.csv,226,41d3c1887680e8471a96041e5962201f22599989899e763e3ff91044dea55a93,results/bar_p3/hopper-medium-replay-v2_tau10_mpi3_seed0/params_1000000.pkl,5026727,89e39c2c27233bcfea3f36bd6e03516cc8679f6c6cd2553ce6d9a0f7bfe89911,logs/bar_p3/hopper-medium-replay-v2_tau10_mpi3_seed0.log,2597,218baaa0c9f68e8c921c7856471b3c5b2f4fad70d3062a5c1770b18366356a65,,,
bar,hopper-medium-replay-v2,10,1,gpu_designated,,results/bar_p3/hopper-medium-replay-v2_tau10_mpi3_seed1/config.json,680,a12441e1b001389cc01c5d8124b3526b3f593f1ba290a9b7b435f4f07e05f41b,results/bar_p3/hopper-medium-replay-v2_tau10_mpi3_seed1/eval.csv,224,faae9b7f97a712550d4eda7ea6908bd7ddd88584a06b5763083bd7c1639cbc51,results/bar_p3/hopper-medium-replay-v2_tau10_mpi3_seed1/params_1000000.pkl,5026727,f7ec349f0f7b4103976d9ecc1c98b53d8328702ef2af63f1e67d29704cc424c6,logs/bar_p3/hopper-medium-replay-v2_tau10_mpi3_seed1.log,2595,a87a89cd561de359274d6353f27ca3143dcc314570854123214c952612344f48,,,
bar,hopper-medium-replay-v2,14,0,gpu_designated,,results/bar_p3/hopper-medium-replay-v2_tau14_mpi3_seed0/config.json,680,7d25aa84fb1d9b09e1e5c544c7f63c5207da1b648b6373618cbad3cddf370aaa,results/bar_p3/hopper-medium-replay-v2_tau14_mpi3_seed0/eval.csv,224,e1901f7cb95d22b6da71015da58b595dd87b184abd1071bd7e16bc3c5482975e,results/bar_p3/hopper-medium-replay-v2_tau14_mpi3_seed0/params_1000000.pkl,5026727,c4898fb75ee0defdc6fe2e73445f77d79f5b6fc24bbcba1f8cf0812adf2da552,logs/bar_p3/hopper-medium-replay-v2_tau14_mpi3_seed0.log,2597,7ff429eb46998fcb7ed95452dfa1524cb07a47be6bcd1f2f2c0086e4f433c413,,,
bar,hopper-medium-replay-v2,14,1,gpu_designated,,results/bar_p3/hopper-medium-replay-v2_tau14_mpi3_seed1/config.json,680,9a2feb16efb890b02d9ca84cf0807efb367c06d9e2e7bc5404df1d467a41abb1,results/bar_p3/hopper-medium-replay-v2_tau14_mpi3_seed1/eval.csv,226,0cc17f7a7d5dcd28873eea7d8eab8b65a8c08071a02500edad0a23f99dd46e06,results/bar_p3/hopper-medium-replay-v2_tau14_mpi3_seed1/params_1000000.pkl,5026727,ba638f17dae6bd746e1fa8a2834f57177df2dea7e521ab3940bb8174db1d5832,logs/bar_p3/hopper-medium-replay-v2_tau14_mpi3_seed1.log,2597,37f1c424980a7ce84ef5de260e0ec3b22007d7f6556f123a6c68e9423c759447,,,
bar,hopper-medium-replay-v2,20,0,gpu_designated,,results/bar_p3/hopper-medium-replay-v2_tau20_mpi3_seed0/config.json,680,ed3097938fdf40ffa8ed3c326f1529d39796e2cb1e6a2e563ec84b8eaa85c99f,results/bar_p3/hopper-medium-replay-v2_tau20_mpi3_seed0/eval.csv,223,8d816b9ddec164b13a4d4d8f16abf9b24e1fe728cf84e7f072a77c0b7229fcf7,results/bar_p3/hopper-medium-replay-v2_tau20_mpi3_seed0/params_1000000.pkl,5026727,c5833b39b5e6fe59f312b904dab0a08f25db2ee7684eb638e36887dabfa32702,logs/bar_p3/hopper-medium-replay-v2_tau20_mpi3_seed0.log,2597,053fc51ac6064c6c88374412b1aea70c86311e59b39f95a8059c7b617f356d05,,,
bar,hopper-medium-replay-v2,20,1,gpu_designated,,results/bar_p3/hopper-medium-replay-v2_tau20_mpi3_seed1/config.json,680,79d8d232770adc05a5bc6510a1fe5ce2707a26540175cb09ea1df1a2257b72ff,results/bar_p3/hopper-medium-replay-v2_tau20_mpi3_seed1/eval.csv,224,e8b270c700502f94d83466f12d7d049f1dbee0504d74db3972ba8070570d4737,results/bar_p3/hopper-medium-replay-v2_tau20_mpi3_seed1/params_1000000.pkl,5026727,bc9651c59fe91e8913fec77609ab503d43e022e92ec9fdfd02a3e51dbe5eba46,logs/bar_p3/hopper-medium-replay-v2_tau20_mpi3_seed1.log,2597,57d73fa3693b1cf2357ad83b1a48cd72e4b81fa6e73daeaec8c20eebe0b04218,,,
bar,hopper-expert-v2,4,0,gpu_designated,,results/bar_p3/hopper-expert-v2_tau4_mpi3_seed0/config.json,672,8a7e820b7ccfab1e991e531874bceabbab4abf3043714644e5fd394f4748c23f,results/bar_p3/hopper-expert-v2_tau4_mpi3_seed0/eval.csv,225,76ecb9be130623f2f0491bc3a1a3220907e8a59e8863168097e0573c619144c8,results/bar_p3/hopper-expert-v2_tau4_mpi3_seed0/params_1000000.pkl,5026720,747beb8e630a7c074e092364aa40575a1fe3ecf05792256623023368c2f9ef43,logs/bar_p3/hopper-expert-v2_tau4_mpi3_seed0.log,2571,80000468417480ab1beaab32eb773bc60c65bb352ed8d3994ad5c4bb4a58027a,,,
bar,hopper-expert-v2,4,1,gpu_designated,,results/bar_p3/hopper-expert-v2_tau4_mpi3_seed1/config.json,672,5da85e16682909a20386dfc28eaac394265b300112f1907d0ff5dba9fc1e3b8d,results/bar_p3/hopper-expert-v2_tau4_mpi3_seed1/eval.csv,224,3e58e817a96db6e7bea0313fa73d356b2b0ccff2b53bedb0b51648d10ce20401,results/bar_p3/hopper-expert-v2_tau4_mpi3_seed1/params_1000000.pkl,5026720,4b4daf3ef05ade8aa3d07b49f22825298c60215bb893c7d9fc10cefb8753c09f,logs/bar_p3/hopper-expert-v2_tau4_mpi3_seed1.log,2571,4954de514e843c129d9e498122eddb251a4ddcff747cf17adb195df4950e99f7,,,
bar,hopper-expert-v2,7,0,gpu_designated,,results/bar_p3/hopper-expert-v2_tau7_mpi3_seed0/config.json,672,77993a0bedc9da760d72b007dcba02d03a1d153bcade5299d95a6bd6c757b671,results/bar_p3/hopper-expert-v2_tau7_mpi3_seed0/eval.csv,226,79363000f04e8f3d55333b40eff9c98b719fade89817e95d33528ff793999ab9,results/bar_p3/hopper-expert-v2_tau7_mpi3_seed0/params_1000000.pkl,5026720,18485a48e6b88ee76d7a40a5262e4ca74717f63b89112933466e18932a1db14f,logs/bar_p3/hopper-expert-v2_tau7_mpi3_seed0.log,2573,f7b12d759675023a5a2ade8e335b472c2afdc5b69e8785eea68b71efff3fb896,,,
bar,hopper-expert-v2,7,1,gpu_designated,,results/bar_p3/hopper-expert-v2_tau7_mpi3_seed1/config.json,672,59ce2f8015078e95c86ed65e9e8125c85dbb49cd76c555e73bea5aa3caa8aee1,results/bar_p3/hopper-expert-v2_tau7_mpi3_seed1/eval.csv,224,30ad162d9d67a36d671c7e1a2ac0861cda840cda8c12b66914093f9481e6374c,results/bar_p3/hopper-expert-v2_tau7_mpi3_seed1/params_1000000.pkl,5026720,727d7fe82cc69203ce1439bd4913dc8ecafcda357389c152c5d9221819cd5625,logs/bar_p3/hopper-expert-v2_tau7_mpi3_seed1.log,2571,c0d513fad67779240eeb3cd4f77293db645fbb640f15af32b7614c5511a0ba4b,,,
bar,hopper-expert-v2,10,0,gpu_designated,,results/bar_p3/hopper-expert-v2_tau10_mpi3_seed0/config.json,673,255e5d45ae8fe353bf69665d3db64bf3aec3ac7a19a8de22e1ac6e200e6cdbd4,results/bar_p3/hopper-expert-v2_tau10_mpi3_seed0/eval.csv,228,695e5cfb6079b431d2fb91f4814b8bee9340e34efd3896a47cb3ba715e4b7145,results/bar_p3/hopper-expert-v2_tau10_mpi3_seed0/params_1000000.pkl,5026720,07cb3b47daf72348ba59c7158028130ff0065756b9e67285660bfe1c1b8079dd,logs/bar_p3/hopper-expert-v2_tau10_mpi3_seed0.log,2576,5c90e8c8e31d34556c5054dbbe179f396da638adcfd61e33e66dc96875912edf,,,
bar,hopper-expert-v2,10,1,gpu_designated,,results/bar_p3/hopper-expert-v2_tau10_mpi3_seed1/config.json,673,062b7c0011cf3f2c8296d1272ab497696547a0db81efc8efcb2edab7020f1480,results/bar_p3/hopper-expert-v2_tau10_mpi3_seed1/eval.csv,223,bda8c5afd7a3bc16afcb1b3795c89f232f8ee27cfd5430c5dd52a27a4029ce9f,results/bar_p3/hopper-expert-v2_tau10_mpi3_seed1/params_1000000.pkl,5026720,c7a43dcdb72a3fed7fc0ff5ead700597d7e4dad6cf0c93357c6bbc7ca7f0d7e1,logs/bar_p3/hopper-expert-v2_tau10_mpi3_seed1.log,2574,4db87ff3056a42f5eeb178ffd72cb8aba534edd6214fb909634decaa7367cc31,,,
bar,hopper-expert-v2,14,0,gpu_designated,,results/bar_p3/hopper-expert-v2_tau14_mpi3_seed0/config.json,673,7bc86de45797ceebccd6a1b977dff232dbc71b61cc4686114203a98a584eacae,results/bar_p3/hopper-expert-v2_tau14_mpi3_seed0/eval.csv,219,1b9ce655e098b32a8218dfb8445c80b6d8a1c694a3778761302263c629bc3793,results/bar_p3/hopper-expert-v2_tau14_mpi3_seed0/params_1000000.pkl,5026720,0888ea2aca7acc2ca55ce393c49b7c78207f190863ab3500a73eacf676ecb4af,logs/bar_p3/hopper-expert-v2_tau14_mpi3_seed0.log,2570,1f4f3e62ceda9344ff1214a4a55fc5844d3bc2ef23fe41539615b1e6468803e1,,,
bar,hopper-expert-v2,14,1,gpu_designated,,results/bar_p3/hopper-expert-v2_tau14_mpi3_seed1/config.json,673,9dc64976ac56a3dbd4e9b3c1898c1a48d8d3fa6d4394b39c727d8007090a5b70,results/bar_p3/hopper-expert-v2_tau14_mpi3_seed1/eval.csv,216,9eaf2dd3b3bc6b0b683e8cd64c16bd13781c5bb658dcddeaca882870833dbd2d,results/bar_p3/hopper-expert-v2_tau14_mpi3_seed1/params_1000000.pkl,5026720,167c9fa2c8e23574f5dd94939c1dd38ddb0b16e0a3733fda0c96dd08ffd614ed,logs/bar_p3/hopper-expert-v2_tau14_mpi3_seed1.log,2571,29040c428b05d22fca9bbc62eaef168d373cb1389a322b1fb1d59fbd8a4b7a76,,,
bar,hopper-expert-v2,20,0,gpu_designated,,results/bar_p3/hopper-expert-v2_tau20_mpi3_seed0/config.json,673,8704a6285efc54828d0726c25efc06bea9c17ea0feaa35dd39d60b565bf5275a,results/bar_p3/hopper-expert-v2_tau20_mpi3_seed0/eval.csv,229,635c186478a59ebfbc1deb5c7e750054a74150f006eef6a56a452e0f4c249f59,results/bar_p3/hopper-expert-v2_tau20_mpi3_seed0/params_1000000.pkl,5026720,d30c0ed10ab483ae3e67abd5deef07f26d3a0ed73e58d5e240d51043e0e8761b,logs/bar_p3/hopper-expert-v2_tau20_mpi3_seed0.log,2570,62dc58606b01acd98fa48e7ecd153e325645c7d11c63cebbe691cb730aa398e3,,,
bar,hopper-expert-v2,20,1,gpu_designated,,results/bar_p3/hopper-expert-v2_tau20_mpi3_seed1/config.json,673,185c6fe7e3891beab8c8370c990f3e7658760cc98b40189c0b08af60aee19128,results/bar_p3/hopper-expert-v2_tau20_mpi3_seed1/eval.csv,228,3501d63fefd0da313f5942136e084ea0b9364c74ea8101aeca0ea830f0cd0c3b,results/bar_p3/hopper-expert-v2_tau20_mpi3_seed1/params_1000000.pkl,5026720,7e5785fdf7254e4d0e4140b02d66ef6ae1ab7bf49d5a3ba4a40a4403724f0912,logs/bar_p3/hopper-expert-v2_tau20_mpi3_seed1.log,2570,0e28e5261e086706072f568bb1328cf4c25d37b285ad73b267fd062eea99c407,,,
bar,halfcheetah-medium-v2,4,0,gpu_designated,,results/bar_p3/halfcheetah-medium-v2_tau4_mpi3_seed0/config.json,677,cb4f6b4b4085d9823775e91619be59132e1bff39dbff3416f7f62dd41c54d574,results/bar_p3/halfcheetah-medium-v2_tau4_mpi3_seed0/eval.csv,226,319952c5c7245b6df4b941192b91ba88632f85cbb1f90376884b5cd0b7c07558,results/bar_p3/halfcheetah-medium-v2_tau4_mpi3_seed0/params_1000000.pkl,5192781,6a9a102748d11b1ee82a777c752bcaddebf37544a779b04412ace140d36b124c,logs/bar_p3/halfcheetah-medium-v2_tau4_mpi3_seed0.log,2591,8b06a8f76d844ab80288b18d3f48784de2ca160f7f1311b051127c9e58e5b4e6,,,
bar,halfcheetah-medium-v2,4,1,gpu_designated,,results/bar_p3/halfcheetah-medium-v2_tau4_mpi3_seed1/config.json,677,b34a26d3ca4c5ccbfd43718f0c13c34d8e84178558f5064de0b5b1983670b73d,results/bar_p3/halfcheetah-medium-v2_tau4_mpi3_seed1/eval.csv,221,120c3509b3a67424d302065f577eb2207a17bbdc2a2480ad2ff8fb875d22e697,results/bar_p3/halfcheetah-medium-v2_tau4_mpi3_seed1/params_1000000.pkl,5192781,477ca55978a44a4ef5a7eff06770d8236392acbf9a5462a2c55f33617a0d060b,logs/bar_p3/halfcheetah-medium-v2_tau4_mpi3_seed1.log,2591,404c610e5bb3d96c2ca0e0f730f8e2cb958f428502de485b7b5cd57524cf1860,,,
bar,halfcheetah-medium-v2,7,0,gpu_designated,,results/bar_p3/halfcheetah-medium-v2_tau7_mpi3_seed0/config.json,677,f543cf46d8a15da2934df5bae5a7d6224f8d06b925cda8cc9955dab3d99945f7,results/bar_p3/halfcheetah-medium-v2_tau7_mpi3_seed0/eval.csv,219,533ff9f0e4f2f2bcc025ea898452c4db61fc20893057f9d1c2f1a6b7dae375d8,results/bar_p3/halfcheetah-medium-v2_tau7_mpi3_seed0/params_1000000.pkl,5192781,d955dcab9c5435aa0a57830902efdc0ddc2605caf32e87a2596050095c8d8046,logs/bar_p3/halfcheetah-medium-v2_tau7_mpi3_seed0.log,2591,b6d3b621394a1c77c73c6d977c66049ae800d2a42b377c906bfc6cb014315b6b,,,
bar,halfcheetah-medium-v2,7,1,gpu_designated,,results/bar_p3/halfcheetah-medium-v2_tau7_mpi3_seed1/config.json,677,bfecf73f4dd519f48ba4db0af2d3dc145d2f6f594322e798f5cfbde4d933e29c,results/bar_p3/halfcheetah-medium-v2_tau7_mpi3_seed1/eval.csv,224,99101d044974a2c1eeb9fa59f5de95e63ef387b36e281f1ae1c67a903125cc7e,results/bar_p3/halfcheetah-medium-v2_tau7_mpi3_seed1/params_1000000.pkl,5192781,6b48b83bcbffe8cb3d6f17bd2639878c679eb8107a1aaffe9f7d1811090aa79f,logs/bar_p3/halfcheetah-medium-v2_tau7_mpi3_seed1.log,2591,8d8a145d8a7aa22dfb11238bebe31140fc8b31573aa65cf3dd3894846a09ae6e,,,
bar,halfcheetah-medium-v2,10,0,gpu_designated,,results/bar_p3/halfcheetah-medium-v2_tau10_mpi3_seed0/config.json,678,c054d1166b0042bd0ee26861a6ba5f10d7f0f6168ea14558675aab3e2fc51e2a,results/bar_p3/halfcheetah-medium-v2_tau10_mpi3_seed0/eval.csv,222,24e096b56209a84077a711881bd1ebdfdd2dc6070b3121a2ff282c6b1405279e,results/bar_p3/halfcheetah-medium-v2_tau10_mpi3_seed0/params_1000000.pkl,5192781,b811f82e639bc113d7c63b54dafb9d429c229054173be04cbe067b4c0ce65471,logs/bar_p3/halfcheetah-medium-v2_tau10_mpi3_seed0.log,2594,dcbccef3d2407d9d18cfba5aba72dc673f22db227a45107eb1f836bde53725af,,,
bar,halfcheetah-medium-v2,10,1,gpu_designated,,results/bar_p3/halfcheetah-medium-v2_tau10_mpi3_seed1/config.json,678,9816141f273487046d2d231a4bdc7cb555c06069fc57b6e2ad867c1ab9d3726b,results/bar_p3/halfcheetah-medium-v2_tau10_mpi3_seed1/eval.csv,223,2155bb0fd9167a298539ae9921663d02a93a2541d2e7d3b4b1b61d2f98c194fb,results/bar_p3/halfcheetah-medium-v2_tau10_mpi3_seed1/params_1000000.pkl,5192781,fe625f6017e6497b3454d2b8417387acc9196c7ad411bcc1322bf8e9f248246d,logs/bar_p3/halfcheetah-medium-v2_tau10_mpi3_seed1.log,2594,b1060f42234842ca21c8be1c48be868bb46c9d1a6f441fe8311c1d8aa022700d,,,
bar,halfcheetah-medium-v2,14,0,gpu_designated,,results/bar_p3/halfcheetah-medium-v2_tau14_mpi3_seed0/config.json,678,dffed77b950780b83f780d46b60f8672e7df351d56893f406cbafc3700ae5774,results/bar_p3/halfcheetah-medium-v2_tau14_mpi3_seed0/eval.csv,222,eca9963a2bb84ce1f504486459a186e524f0374713d6592fc5fac009ef7ae68c,results/bar_p3/halfcheetah-medium-v2_tau14_mpi3_seed0/params_1000000.pkl,5192781,0b77a624d9b84e4bf493cadfe7088171ed9ceafea6a916f4b0a7825a5fe22297,logs/bar_p3/halfcheetah-medium-v2_tau14_mpi3_seed0.log,2594,92af26f25fb0e2bbe73c8a5ad255721725e9fbf3baa721e1bf0fc5910773d77d,,,
