run_dir,params_1000000_sha256,params_1000000_bytes,params_1000000_mtime,has_config,has_eval_csv,config_bytes,eval_bytes,train_log,has_train_log,train_log_bytes
halfcheetah-expert-v2_tau1.5_mpi4_seed2,52b175d2d69dd14708f6f01ff938e5b37b4640abc3249d34699599835b022a19,6056735,2026-08-31T02:30:26,True,True,656,189,halfcheetah-expert-v2_tau1.5_mpi4_seed2.log,True,1227
halfcheetah-expert-v2_tau1.5_mpi4_seed3,9f2b84648229dc2149b152dcf1fa862b25a5b4f03957d7cce15a2a5c284843d0,6056735,2026-08-31T02:30:26,True,True,656,191,halfcheetah-expert-v2_tau1.5_mpi4_seed3.log,True,1227
halfcheetah-expert-v2_tau10_mpi4_seed0,1e57460ae551280c34725db2f8228c1bcb962258198b1c81d5141fb8570e1459,6056735,2026-08-30T06:51:14,True,True,657,187,halfcheetah-expert-v2_tau10_mpi4_seed0.log,True,1223
halfcheetah-expert-v2_tau10_mpi4_seed1,a01e6ee17c04164e81701bbae8f01ebcff29861aea5b2040f05d8a78bce18fc0,6056735,2026-08-30T06:51:14,True,True,657,187,halfcheetah-expert-v2_tau10_mpi4_seed1.log,True,1224
halfcheetah-expert-v2_tau10_mpi4_seed2,875a0c5a2c67c181e3719f528abc64f3d6b54a7b95a5155e7cd389d97d6fc1e7,6056735,2026-08-31T03:09:10,True,True,657,189,halfcheetah-expert-v2_tau10_mpi4_seed2.log,True,1224
halfcheetah-expert-v2_tau10_mpi4_seed3,6f2bfea5fd64fd3de52b23580b7a0bc86c9ddb54e8a85cd6225ac0fa8539d64e,6056735,2026-08-31T03:09:10,True,True,657,182,halfcheetah-expert-v2_tau10_mpi4_seed3.log,True,1224
halfcheetah-expert-v2_tau12_mpi4_seed0,fe16d3e3372f42f6e9421a3c071cf535d82a5554bc309074d64d70156a424a1c,6056735,2026-08-30T07:00:53,True,True,657,187,halfcheetah-expert-v2_tau12_mpi4_seed0.log,True,1224
halfcheetah-expert-v2_tau12_mpi4_seed1,5f634e0e88f1d7c979c386155f39341f7171abbb2b4068dc22e68640a32c4a76,6056735,2026-08-30T07:00:53,True,True,657,187,halfcheetah-expert-v2_tau12_mpi4_seed1.log,True,1224
halfcheetah-expert-v2_tau12_mpi4_seed2,83b5ee09c0e8c1b9037df56b2943a1ef606193796054eea41bb7a5c1fd65f4cb,6056735,2026-08-31T03:18:50,True,True,657,187,halfcheetah-expert-v2_tau12_mpi4_seed2.log,True,1224
halfcheetah-expert-v2_tau12_mpi4_seed3,95eec0650e86b7c08692db468c36f218bb703b7213cd5c2aa676fb7cf713bf96,6056735,2026-08-31T03:18:49,True,True,657,189,halfcheetah-expert-v2_tau12_mpi4_seed3.log,True,1224
halfcheetah-expert-v2_tau14_mpi4_seed0,010e377afc6ade0cc37b26652e4026e99dc74f79f62d3f14f5a6136add4fb00d,6056735,2026-08-30T07:10:33,True,True,657,188,halfcheetah-expert-v2_tau14_mpi4_seed0.log,True,1224
halfcheetah-expert-v2_tau14_mpi4_seed1,7871d920bbd0e00160bc31a93771fb82f9398d98ecdae32c5047ec9a760b50ab,6056735,2026-08-30T07:10:33,True,True,657,188,halfcheetah-expert-v2_tau14_mpi4_seed1.log,True,1224
halfcheetah-expert-v2_tau14_mpi4_seed2,6087b0eabec7d7bdcc3ed41237a63d36697ec5122f0d44e872e2f1f59121135a,6056735,2026-08-31T03:28:30,True,True,657,187,halfcheetah-expert-v2_tau14_mpi4_seed2.log,True,1223
halfcheetah-expert-v2_tau14_mpi4_seed3,4c23f48542f0a09a9cff39a69b91f2b0f5eb1ea3bd5272123520f10c392bb025,6056735,2026-08-31T03:28:30,True,True,657,186,halfcheetah-expert-v2_tau14_mpi4_seed3.log,True,1223
halfcheetah-expert-v2_tau17_mpi4_seed0,84511cf8bddf5023ec4cf20fcb7926aeee7191d792f78bbb9d544cdf637c8f4a,6056735,2026-08-30T07:20:13,True,True,657,188,halfcheetah-expert-v2_tau17_mpi4_seed0.log,True,1223
halfcheetah-expert-v2_tau17_mpi4_seed1,6a2af30ce5dea6563848d67ad28edb4cbc8d10fa653da70b60f07025ab4c32a0,6056735,2026-08-30T07:20:13,True,True,657,188,halfcheetah-expert-v2_tau17_mpi4_seed1.log,True,1223
halfcheetah-expert-v2_tau17_mpi4_seed2,954a9f1f41a17140b42abac3ccd90bdbc4ca9c772de58167b5ade58ecca4750d,6056735,2026-08-31T03:38:11,True,True,657,189,halfcheetah-expert-v2_tau17_mpi4_seed2.log,True,1223
halfcheetah-expert-v2_tau17_mpi4_seed3,264a6284ab3a6b059b5d91fda069eb1f78636b2f23af8c5bc3aac9a3c5459fb8,6056735,2026-08-31T03:38:11,True,True,657,191,halfcheetah-expert-v2_tau17_mpi4_seed3.log,True,1223
halfcheetah-expert-v2_tau2.5_mpi4_seed0,93e46c2dfe4bd2db33e8a024f7451f08f0a68b654bdb51859fc3919dff593409,6056735,2026-08-30T06:22:16,True,True,656,189,halfcheetah-expert-v2_tau2.5_mpi4_seed0.log,True,1227
halfcheetah-expert-v2_tau2.5_mpi4_seed1,990cac72e1f7a1ba240d658bf9716a2cef9b38e90b545668c2c8011c89995159,6056735,2026-08-30T06:22:16,True,True,656,188,halfcheetah-expert-v2_tau2.5_mpi4_seed1.log,True,1227
halfcheetah-expert-v2_tau2.5_mpi4_seed2,839b9827b8bcb7c31142cb345c3998ab05f3679c978e661f0cb625dc61ef6630,6056735,2026-08-31T02:40:07,True,True,656,189,halfcheetah-expert-v2_tau2.5_mpi4_seed2.log,True,1227
halfcheetah-expert-v2_tau2.5_mpi4_seed3,ec10a92dae4ec41bd15de504b6c2976fb4e815e43e4de38dc7d859da0ad0eb59,6056735,2026-08-31T02:40:07,True,True,656,189,halfcheetah-expert-v2_tau2.5_mpi4_seed3.log,True,1227
halfcheetah-expert-v2_tau20_mpi4_seed0,4f86d04189c0fa5f7cbe73fa975773c62a5086900b244eaafc9bf13a172ed5d2,6056735,2026-08-30T07:29:53,True,True,657,187,halfcheetah-expert-v2_tau20_mpi4_seed0.log,True,1223
halfcheetah-expert-v2_tau20_mpi4_seed1,fdd0f7b56e390ecc2c934b3e138de332916411837b1752b7625fdc97164604e0,6056735,2026-08-30T07:29:53,True,True,657,186,halfcheetah-expert-v2_tau20_mpi4_seed1.log,True,1223
halfcheetah-expert-v2_tau20_mpi4_seed2,e86a15c80ae134436984998bd40c273c9eebdef041ed5f8437ee70f809304068,6056735,2026-08-31T03:47:52,True,True,657,191,halfcheetah-expert-v2_tau20_mpi4_seed2.log,True,1223
halfcheetah-expert-v2_tau20_mpi4_seed3,d7f7d89945917273d606cda1d8a1bc418d4c2720fd2860dbfee226d69ed34d40,6056735,2026-08-31T03:47:52,True,True,657,190,halfcheetah-expert-v2_tau20_mpi4_seed3.log,True,1223
halfcheetah-expert-v2_tau4_mpi4_seed0,e37374602b5cdbfffd911127c109b2115badea4c5d3af3e8e1736919ba6814ea,6056735,2026-08-30T06:31:56,True,True,656,187,halfcheetah-expert-v2_tau4_mpi4_seed0.log,True,1221
halfcheetah-expert-v2_tau4_mpi4_seed1,be503f09b04723ad0db1085ad9bf566ccd71858e6580d4ceec44c93b6f96a65d,6056735,2026-08-30T06:31:56,True,True,656,189,halfcheetah-expert-v2_tau4_mpi4_seed1.log,True,1221
halfcheetah-expert-v2_tau4_mpi4_seed2,a3304aefbd296f56ee210efaf34ccef7e082acc2ca26f6fe62777a5e2971f1a7,6056735,2026-08-31T02:49:48,True,True,656,190,halfcheetah-expert-v2_tau4_mpi4_seed2.log,True,1221
halfcheetah-expert-v2_tau4_mpi4_seed3,4fc52463bd963a8ce225f20f1f2c75ddada1485e0dcbb9f4b63ab1d96797717e,6056735,2026-08-31T02:49:48,True,True,656,189,halfcheetah-expert-v2_tau4_mpi4_seed3.log,True,1221
halfcheetah-expert-v2_tau7_mpi4_seed0,0b3a0c6eb069b987b821191001b1124b8552f06e27371b90881bfc2796ea0749,6056735,2026-08-30T06:41:35,True,True,656,190,halfcheetah-expert-v2_tau7_mpi4_seed0.log,True,1221
halfcheetah-expert-v2_tau7_mpi4_seed1,1ec073a8660aec940f9bc14391a3184a1fd8cf9ad57bc9aae9316d71041b195a,6056735,2026-08-30T06:41:35,True,True,656,189,halfcheetah-expert-v2_tau7_mpi4_seed1.log,True,1221
halfcheetah-expert-v2_tau7_mpi4_seed2,c23c4480378ccf816618b5a92e72811fa54a29a6222c584fc1d9b1e61132af05,6056735,2026-08-31T02:59:29,True,True,656,189,halfcheetah-expert-v2_tau7_mpi4_seed2.log,True,1221
halfcheetah-expert-v2_tau7_mpi4_seed3,76f01ac1db35a25b4ae5f65a8a7e951079d8e4007fa7967c04b93ec4d9ab2551,6056735,2026-08-31T02:59:29,True,True,656,189,halfcheetah-expert-v2_tau7_mpi4_seed3.log,True,1221
halfcheetah-medium-replay-v2_tau0.05_mpi4_seed0,e2d937f09665fb49da100f8f703293e4dd3fc7e354604df47d176cfb1f0feab0,6056742,2026-08-30T03:09:23,True,True,664,191,halfcheetah-medium-replay-v2_tau0.05_mpi4_seed0.log,True,1251
halfcheetah-medium-replay-v2_tau0.05_mpi4_seed1,0166e2f79298fc8ffae8cfec485c40eea18662d3fca14e5b5840c2178c6c187d,6056742,2026-08-30T03:09:23,True,True,664,189,halfcheetah-medium-replay-v2_tau0.05_mpi4_seed1.log,True,1251
halfcheetah-medium-replay-v2_tau0.05_mpi4_seed2,759508a865e5b545026a7818db6502b20a0cbeb5154820d283f2cbe8ba1fa9b7,6056742,2026-08-30T23:26:59,True,True,664,190,halfcheetah-medium-replay-v2_tau0.05_mpi4_seed2.log,True,1251
halfcheetah-medium-replay-v2_tau0.05_mpi4_seed3,b798f1909cd2de51ef75e6b2223d835b884bf582629940aee672bca78626e778,6056742,2026-08-30T23:26:59,True,True,664,191,halfcheetah-medium-replay-v2_tau0.05_mpi4_seed3.log,True,1251
halfcheetah-medium-replay-v2_tau0.1_mpi4_seed0,347cdf35656c7b43a7c223ee9ba0c925a270b59f7fe4349b95b366e30e90d9dc,6056742,2026-08-30T03:19:01,True,True,663,192,halfcheetah-medium-replay-v2_tau0.1_mpi4_seed0.log,True,1248
halfcheetah-medium-replay-v2_tau0.1_mpi4_seed1,c3a804f6c2c9528ed23b0c0897cc102d17e197f2ee56a89682ecf3aeab497277,6056742,2026-08-30T03:19:01,True,True,663,189,halfcheetah-medium-replay-v2_tau0.1_mpi4_seed1.log,True,1248
halfcheetah-medium-replay-v2_tau0.1_mpi4_seed2,a79c03881c38f1c29b8efbf7ef3e8ad174649b091913926ba9db1c936a9b64c6,6056742,2026-08-30T23:36:38,True,True,663,191,halfcheetah-medium-replay-v2_tau0.1_mpi4_seed2.log,True,1248
halfcheetah-medium-replay-v2_tau0.1_mpi4_seed3,abf9bfa82c84889331aabac3fe852a8bc14eed3dc777785ad0c897807889b9fe,6056742,2026-08-30T23:36:38,True,True,663,190,halfcheetah-medium-replay-v2_tau0.1_mpi4_seed3.log,True,1248
halfcheetah-medium-replay-v2_tau0.2_mpi4_seed0,cc30ae2b61600b616d65b21dc19e160c4a9c3bde6a0b1731c5e888470a44120e,6056742,2026-08-30T03:28:39,True,True,663,191,halfcheetah-medium-replay-v2_tau0.2_mpi4_seed0.log,True,1248
halfcheetah-medium-replay-v2_tau0.2_mpi4_seed1,b7729f412a8dab99e607f6cacb88c20581d64003319dd3a2b377ca2b41544740,6056742,2026-08-30T03:28:39,True,True,663,192,halfcheetah-medium-replay-v2_tau0.2_mpi4_seed1.log,True,1248
halfcheetah-medium-replay-v2_tau0.2_mpi4_seed2,ecd364f10319c638afb281de61cdc4fc0427fc0105860e9394e02ccd5a5427f8,6056742,2026-08-30T23:46:17,True,True,663,190,halfcheetah-medium-replay-v2_tau0.2_mpi4_seed2.log,True,1248
halfcheetah-medium-replay-v2_tau0.2_mpi4_seed3,3c1c07cf046376ec5c8d6ab67f4a3489419b58593c85108d658e7dbe62525920,6056742,2026-08-30T23:46:17,True,True,663,190,halfcheetah-medium-replay-v2_tau0.2_mpi4_seed3.log,True,1248
halfcheetah-medium-replay-v2_tau0.4_mpi4_seed0,e5587d833af0fb009d0ad9b12265c6143769fd1712bb360406a286528b38ab78,6056742,2026-08-30T03:38:18,True,True,663,190,halfcheetah-medium-replay-v2_tau0.4_mpi4_seed0.log,True,1248
halfcheetah-medium-replay-v2_tau0.4_mpi4_seed1,d5a18b5f4945e64fcdaf986cd388f95c87fa51f090a4749a1a539545a4f0b761,6056742,2026-08-30T03:38:18,True,True,663,192,halfcheetah-medium-replay-v2_tau0.4_mpi4_seed1.log,True,1248
halfcheetah-medium-replay-v2_tau0.4_mpi4_seed2,a361dc45e37d5972e31fc36b602e2ad7ead743333c68708a8d6df24274c80f0c,6056742,2026-08-30T23:55:55,True,True,663,193,halfcheetah-medium-replay-v2_tau0.4_mpi4_seed2.log,True,1248
halfcheetah-medium-replay-v2_tau0.4_mpi4_seed3,8410fb05a23e46b7de07022fd0191b221c72098709b67f824958009203f499c3,6056742,2026-08-30T23:55:55,True,True,663,193,halfcheetah-medium-replay-v2_tau0.4_mpi4_seed3.log,True,1248
halfcheetah-medium-replay-v2_tau0.7_mpi4_seed0,ff0b0dfc1fff75cfa9d19d6f0a2c9c2b87e517cdfdac1f37520f55aeecdd5076,6056742,2026-08-30T03:47:57,True,True,663,192,halfcheetah-medium-replay-v2_tau0.7_mpi4_seed0.log,True,1248
halfcheetah-medium-replay-v2_tau0.7_mpi4_seed1,3360aa7f1154590331b15e913e19b611b4afda7ffdadfa1d6400a25b8521040f,6056742,2026-08-30T03:47:57,True,True,663,189,halfcheetah-medium-replay-v2_tau0.7_mpi4_seed1.log,True,1248
halfcheetah-medium-replay-v2_tau0.7_mpi4_seed2,0da9a297bb9f51cf03599714ca336f3c62a23c0729197d7056b9e136aa39b9e2,6056742,2026-08-31T00:05:34,True,True,663,191,halfcheetah-medium-replay-v2_tau0.7_mpi4_seed2.log,True,1248
halfcheetah-medium-replay-v2_tau0.7_mpi4_seed3,136c2a1996c0e6dc575a9e0871e7cd6d1939031f66ec350788d9fd45097c1d07,6056742,2026-08-31T00:05:34,True,True,663,192,halfcheetah-medium-replay-v2_tau0.7_mpi4_seed3.log,True,1248
halfcheetah-medium-replay-v2_tau1.5_mpi4_seed0,756023f19159da78b9679c9a64e9e9e45df417497fca6cad3d402fe49b933eee,6056742,2026-08-30T03:57:35,True,True,663,189,halfcheetah-medium-replay-v2_tau1.5_mpi4_seed0.log,True,1248
halfcheetah-medium-replay-v2_tau1.5_mpi4_seed1,907b67fb4d4d920eaa0917bcb58efc0523cb3db9450835ef95f54edaacd5127d,6056742,2026-08-30T03:57:35,True,True,663,189,halfcheetah-medium-replay-v2_tau1.5_mpi4_seed1.log,True,1248
halfcheetah-medium-replay-v2_tau1.5_mpi4_seed2,102027d1c83d093ab723887476395fc2c6cdd5d02c3bba383e727e9524a2a245,6056742,2026-08-31T00:15:13,True,True,663,190,halfcheetah-medium-replay-v2_tau1.5_mpi4_seed2.log,True,1248
halfcheetah-medium-replay-v2_tau1.5_mpi4_seed3,1299851baab6791d76962b3e50c1133c4767f89e0f1b0fc7824fff6c719fd5f3,6056742,2026-08-31T00:15:13,True,True,663,190,halfcheetah-medium-replay-v2_tau1.5_mpi4_seed3.log,True,1248
halfcheetah-medium-replay-v2_tau10_mpi4_seed0,f000b6dc08cc5f00c387f154ef08c02585a9b7830fe53c650ed95102d18da432,6056742,2026-08-30T04:36:08,True,True,664,188,halfcheetah-medium-replay-v2_tau10_mpi4_seed0.log,True,1245
halfcheetah-medium-replay-v2_tau10_mpi4_seed1,a4d6dd6338c27ca79584837e8d98f59a4200c547f9ef8ac0d05684087465033a,6056742,2026-08-30T04:36:08,True,True,664,189,halfcheetah-medium-replay-v2_tau10_mpi4_seed1.log,True,1245
halfcheetah-medium-replay-v2_tau10_mpi4_seed2,21a4e01c4ba2c54ebec076bbd225cc88739d12899ed560e175786346ca8a9225,6056742,2026-08-31T00:53:48,True,True,664,186,halfcheetah-medium-replay-v2_tau10_mpi4_seed2.log,True,1245
halfcheetah-medium-replay-v2_tau10_mpi4_seed3,785554078f79e39bb140e053a96f6505a938615f6bbc223a48a35fcc15c41e89,6056742,2026-08-31T00:53:48,True,True,664,187,halfcheetah-medium-replay-v2_tau10_mpi4_seed3.log,True,1245
halfcheetah-medium-replay-v2_tau12_mpi4_seed0,e45f897fdf2da2c868fae75eea77967d32eccbe73bc939e9377e6dd094866ec2,6056742,2026-08-30T04:45:46,True,True,664,188,halfcheetah-medium-replay-v2_tau12_mpi4_seed0.log,True,1245
halfcheetah-medium-replay-v2_tau12_mpi4_seed1,d11f9c8737fde41e49f8e7ced38fd97096ceec2d98b07accbff16227ad030ddd,6056742,2026-08-30T04:45:46,True,True,664,187,halfcheetah-medium-replay-v2_tau12_mpi4_seed1.log,True,1245
halfcheetah-medium-replay-v2_tau12_mpi4_seed2,001614d312c4bc409988082999c9ed869865b63ac765d98a2a9d00000a1a7832,6056742,2026-08-31T01:03:26,True,True,664,185,halfcheetah-medium-replay-v2_tau12_mpi4_seed2.log,True,1245
halfcheetah-medium-replay-v2_tau12_mpi4_seed3,413642f83e0d64d4ea0fd1b13c3f7416cd602c507131596376f6f143d6578672,6056742,2026-08-31T01:03:26,True,True,664,190,halfcheetah-medium-replay-v2_tau12_mpi4_seed3.log,True,1245
halfcheetah-medium-replay-v2_tau14_mpi4_seed0,6450cf9f29f755530e6fd947b5373d8af70e7443236c3664799205cc99606573,6056742,2026-08-30T04:55:23,True,True,664,188,halfcheetah-medium-replay-v2_tau14_mpi4_seed0.log,True,1245
halfcheetah-medium-replay-v2_tau14_mpi4_seed1,4b45beb5e1cb64d2dbc6699c89bc4c85c42488ec093dc4afa622ddf990311f71,6056742,2026-08-30T04:55:23,True,True,664,187,halfcheetah-medium-replay-v2_tau14_mpi4_seed1.log,True,1245
halfcheetah-medium-replay-v2_tau14_mpi4_seed2,b259e209e8ff0457a43974497c381ed2b51e253264cfc37877ef3d36c624604f,6056742,2026-08-31T01:13:04,True,True,664,188,halfcheetah-medium-replay-v2_tau14_mpi4_seed2.log,True,1245
halfcheetah-medium-replay-v2_tau14_mpi4_seed3,28638f8d5f8da8555ca11622fa8bf97636ff5107f9904d088d1a2adb11356e74,6056742,2026-08-31T01:13:04,True,True,664,187,halfcheetah-medium-replay-v2_tau14_mpi4_seed3.log,True,1245
halfcheetah-medium-replay-v2_tau17_mpi4_seed0,ee8b737e19ba8dfb8ab13dd553aa5e3a08e2cd90694b408b4759e797c2526748,6056742,2026-08-30T05:05:00,True,True,664,185,halfcheetah-medium-replay-v2_tau17_mpi4_seed0.log,True,1245
halfcheetah-medium-replay-v2_tau17_mpi4_seed1,968f3d2bb97ab2cb35ebf65d97de7c30b55f8aff819c8cf11394911f8b684b89,6056742,2026-08-30T05:05:00,True,True,664,188,halfcheetah-medium-replay-v2_tau17_mpi4_seed1.log,True,1245
halfcheetah-medium-replay-v2_tau17_mpi4_seed2,eaa654351428db48b5006ca1ea687437baf1d80eaf9ba2c47ef57b1d62f9f6be,6056742,2026-08-31T01:22:43,True,True,664,187,halfcheetah-medium-replay-v2_tau17_mpi4_seed2.log,True,1245
halfcheetah-medium-replay-v2_tau17_mpi4_seed3,673bd235c4eebaf54ce11f2d41a768e95771d23d9013de83fa7e184148b8a579,6056742,2026-08-31T01:22:43,True,True,664,188,halfcheetah-medium-replay-v2_tau17_mpi4_seed3.log,True,1245
halfcheetah-medium-replay-v2_tau2.5_mpi4_seed0,fd3f02a9c8f1a86f7c315e5b205114c906973790f1d4aea27e6d128a13513ee6,6056742,2026-08-30T04:07:14,True,True,663,188,halfcheetah-medium-replay-v2_tau2.5_mpi4_seed0.log,True,1248
halfcheetah-medium-replay-v2_tau2.5_mpi4_seed1,252d2abababe1106be0806af7429226cdefb06a90fc802bc533fdb7338d33a05,6056742,2026-08-30T04:07:14,True,True,663,187,halfcheetah-medium-replay-v2_tau2.5_mpi4_seed1.log,True,1248
halfcheetah-medium-replay-v2_tau2.5_mpi4_seed2,f494ddcc890c1fe83ea5241427563913469a374a27ccead7be4b3107985bb7f9,6056742,2026-08-31T00:24:52,True,True,663,191,halfcheetah-medium-replay-v2_tau2.5_mpi4_seed2.log,True,1248
halfcheetah-medium-replay-v2_tau2.5_mpi4_seed3,256b21580d8cc60f80abb4f60b6a2391e22f1d9bec4fd3ffcf15a7f83eafbd63,6056742,2026-08-31T00:24:52,True,True,663,188,halfcheetah-medium-replay-v2_tau2.5_mpi4_seed3.log,True,1248
halfcheetah-medium-replay-v2_tau20_mpi4_seed0,1b402a1af19636512fdf1b00279a2ca7ef39da4ef829026f39e062a5fa6c6278,6056742,2026-08-30T05:14:39,True,True,664,184,halfcheetah-medium-replay-v2_tau20_mpi4_seed0.log,True,1245
halfcheetah-medium-replay-v2_tau20_mpi4_seed1,4ef4a0f1f8e4100d479013a678175349516eaec55e6507cc9850e6bc3ee58fd7,6056742,2026-08-30T05:14:39,True,True,664,187,halfcheetah-medium-replay-v2_tau20_mpi4_seed1.log,True,1245
halfcheetah-medium-replay-v2_tau20_mpi4_seed2,1af5e0e9a72a6c52af8fb1776ed5f3752f459b453848e2045ade4f4f5b35be0f,6056742,2026-08-31T01:32:23,True,True,664,188,halfcheetah-medium-replay-v2_tau20_mpi4_seed2.log,True,1245
halfcheetah-medium-replay-v2_tau20_mpi4_seed3,c5a09261a5a3d1644a7c653772429748b17ac24a4f20ca7781151afd755a9969,6056742,2026-08-31T01:32:23,True,True,664,188,halfcheetah-medium-replay-v2_tau20_mpi4_seed3.log,True,1245
halfcheetah-medium-replay-v2_tau4_mpi4_seed0,2a061f1aef1a5b4f266e0dd8fe7abb0437cee89a23c3b36ddc86aa3d716372cd,6056742,2026-08-30T04:16:52,True,True,663,187,halfcheetah-medium-replay-v2_tau4_mpi4_seed0.log,True,1242
